,inspection_id,dba_name,license_,facility_type,zip,inspection_date,latitude,longitude,year,category
154751,1372325,whole foods market,76395.0,grocery store,60654.0,2013-12-19,41.89496867324732,-87.62939917872843,2013,Grocery Store
154767,1375660,aden sea food   meat market,2137390.0,grocery store,60625.0,2013-11-25,41.96843058653144,-87.69759092752909,2013,Grocery Store
154772,1376193,jola   hetman deli  ltd ,1620210.0,grocery store,60641.0,2013-12-27,41.93848955137405,-87.76457722521602,2013,Grocery Store
154798,1072703,k   b fuel,2163778.0,grocery store,60636.0,2013-12-18,41.77209823278005,-87.66416461759566,2013,Grocery Store
154815,1387284,7  eleven,1337708.0,grocery store,60647.0,2013-12-06,41.91810534240852,-87.67778053878558,2013,Grocery Store
154822,1375756,the pita house bakery,1986258.0,grocery store,60625.0,2013-12-02,41.96827375769163,-87.7150390070548,2013,Grocery Store
154824,1151841,genie s discount food and liquor,2270805.0,grocery store,60608.0,2013-12-02,41.85180872766685,-87.69406895512294,2013,Grocery Store
154833,1375768,big sams food   cellular,2069454.0,grocery store,60628.0,2013-12-02,41.67782162100153,-87.63112680451549,2013,Grocery Store
154845,1389285,the super discount,2109231.0,grocery store,60641.0,2013-12-16,41.9384664764612,-87.7663567364366,2013,Grocery Store
154850,1367461,west side corner store  inc,2183610.0,grocery store,60624.0,2013-12-30,41.87301726926058,-87.72555236706093,2013,Grocery Store
154856,1199220,jewel food store  2502,2293797.0,grocery store,60614.0,2013-12-03,41.92787172311833,-87.67325881463049,2013,Grocery Store
154889,1329657,7 eleven   30099m,2293324.0,grocery store,60634.0,2013-12-12,41.93836238150734,-87.79000628815903,2013,Grocery Store
154893,1376087,roosevelt food   dollar,1355985.0,grocery store,60624.0,2013-12-17,41.866313672773465,-87.72287642386448,2013,Grocery Store
154959,1228339,dominick s   1100,41629.0,grocery store,60608.0,2013-11-26,41.836468347729024,-87.66556690213167,2013,Grocery Store
154969,1391304,circle k  6736,2013754.0,grocery store,60654.0,2013-12-05,41.89665537108304,-87.63750750143288,2013,Grocery Store
154978,1389252,liluva salud y vida,2129382.0,grocery store,60641.0,2013-11-19,41.96103088961655,-87.73013984532146,2013,Grocery Store
155009,1367418,edgar s place,2115126.0,grocery store,60651.0,2013-11-22,41.895292084430416,-87.72234938942286,2013,Grocery Store
155010,1375613,lindo michoacan,42744.0,grocery store,60625.0,2013-11-22,41.96857277212391,-87.70778770127195,2013,Grocery Store
155034,1391269,cvs pharmacy  2981,1473390.0,grocery store,60610.0,2013-11-21,41.90398663767977,-87.62853057119635,2013,Grocery Store
155049,1391309,the spice house,85491.0,grocery store,60610.0,2013-12-06,41.90958317993464,-87.63480757563748,2013,Grocery Store
155065,1228329,tuxedo junction  2,8974.0,grocery store,60609.0,2013-11-20,41.81618610986143,-87.64345182349379,2013,Grocery Store
155068,1375923,park foods of 71st street inc ,1677517.0,grocery store,60629.0,2013-12-09,41.764717138882325,-87.68875098149924,2013,Grocery Store
155081,1376078,7 eleven inc ,2289021.0,grocery store,60657.0,2013-12-17,41.93767057742731,-87.64417359247956,2013,Grocery Store
155092,1375642,supermercado el guero  10 inc,39978.0,grocery store,60632.0,2013-11-25,41.82058304065872,-87.69342616596236,2013,Grocery Store
155101,1151818,la potosina grocery,2026819.0,grocery store,60608.0,2013-11-19,41.85035962181883,-87.68326750980562,2013,Grocery Store
155114,1345692,7 eleven  33582b,2055575.0,grocery store,60601.0,2013-11-25,41.88583768769826,-87.62591897202392,2013,Grocery Store
155118,1391288,copperfields market,1884701.0,grocery store,60654.0,2013-11-27,41.89494810890984,-87.63086594706665,2013,Grocery Store
155139,1389268,madni mart u s a  inc ,1301419.0,grocery store,60659.0,2013-11-26,41.99781439642854,-87.69150610963688,2013,Grocery Store
155144,1375532,63rd foods mart  2  inc ,2294463.0,grocery store,60629.0,2013-11-19,41.778896937925,-87.70075757526037,2013,Grocery Store
155150,1367457,kostner food basket,2202172.0,grocery store,60624.0,2013-12-26,41.87983508374255,-87.7355964756099,2013,Grocery Store
155213,1383319,windy city  mini markeet ,1927713.0,grocery store,60622.0,2013-12-18,41.89610573069837,-87.67194771359618,2013,Grocery Store
155223,1072691,a   n food mart  inc ,2133936.0,grocery store,60620.0,2013-12-10,41.75616269963919,-87.6528196032268,2013,Grocery Store
155231,1383317,target store t2781,2189184.0,grocery store,60607.0,2013-12-17,41.877720207180666,-87.6546900011066,2013,Grocery Store
155246,1375909,terry food  2,1246874.0,grocery store,60636.0,2013-12-06,41.77410105679016,-87.6642196704863,2013,Grocery Store
155264,1375743,save a lot  885,2079375.0,grocery store,60621.0,2013-12-02,41.76881945592184,-87.65193404080411,2013,Grocery Store
155267,1319946,fair food mart,2125851.0,grocery store,60637.0,2013-12-03,41.76913494092064,-87.62037053802513,2013,Grocery Store
155273,1228336,speedy convienient,2079011.0,grocery store,60609.0,2013-11-25,41.80304683982212,-87.66496864366974,2013,Grocery Store
155275,1376142,fresh casita,2298193.0,grocery store,60640.0,2013-12-19,41.96896366035677,-87.67168512030054,2013,Grocery Store
155287,1151862,halsted bp,1943373.0,grocery store,60608.0,2013-12-09,41.83847683503394,-87.64614167073715,2013,Grocery Store
155297,1228384,halsted food   fresh meat,2102425.0,grocery store,60609.0,2013-12-16,41.80162841617951,-87.645492014632,2013,Grocery Store
155302,1106983,roberts fish market,1142960.0,grocery store,60659.0,2013-11-18,41.997614065860645,-87.70281474950835,2013,Grocery Store
155309,1174651,dominick s  147 1147,41674.0,grocery store,60607.0,2013-12-03,41.864521193743535,-87.63930409963562,2013,Grocery Store
155311,1375969,kikka halsted,1898499.0,grocery store,60613.0,2013-12-10,41.9485198030326,-87.64967012486451,2013,Grocery Store
155328,1393231,lucky mini mart,2293790.0,grocery store,60618.0,2013-11-22,41.95611710415539,-87.67996561643453,2013,Grocery Store
155330,1106995,mexico u s a  inc ,2157121.0,grocery store,60659.0,2013-11-21,41.9831266531049,-87.71289895452085,2013,Grocery Store
155339,1375905,rigo s grocery,1144306.0,grocery store,60623.0,2013-12-06,41.83893674525578,-87.71723055457336,2013,Grocery Store
155373,1393239,adrian s foods market  2 inc ,2184373.0,grocery store,60618.0,2013-12-04,41.9612695269616,-87.71063122896197,2013,Grocery Store
155431,1395209,corliss shell   dunkin donut mr sub,46068.0,grocery store,60628.0,2013-12-30,41.69286047718907,-87.60074187522434,2013,Grocery Store
155440,1155176,sam food mart inc,1904672.0,grocery store,60643.0,2013-12-05,41.70685453314811,-87.65880171647811,2013,Grocery Store
155457,1391287,superior liquor   wine,12835.0,grocery store,60610.0,2013-11-27,41.89639085079796,-87.63138841604902,2013,Grocery Store
155484,1375924,7 eleven   33727a,2043013.0,grocery store,60607.0,2013-12-09,41.87901072333905,-87.65720059199599,2013,Grocery Store
155502,1391273,seattle sutton s healthy eating,1273573.0,grocery store,60610.0,2013-11-21,41.90565114341531,-87.63018375722896,2013,Grocery Store
155523,1376156,darth vapor inc,2299454.0,grocery store,60641.0,2013-12-20,41.93882779458902,-87.75535516733873,2013,Grocery Store
155533,1296697,jewel food store  3030,1000572.0,grocery store,60649.0,2013-11-20,41.75780565854321,-87.58626825801873,2013,Grocery Store
155556,1072700,sharif s food   liquors inc ,13502.0,grocery store,60636.0,2013-12-16,41.78520789016766,-87.65479262521927,2013,Grocery Store
155565,1369711,la flor grocery  2,1987106.0,grocery store,60617.0,2013-10-16,41.709849227540026,-87.55216756556668,2013,Grocery Store
155568,1106988,moshe  s new york kosher sausag,20891.0,grocery store,60659.0,2013-11-19,41.99762587271851,-87.70214009720418,2013,Grocery Store
155589,1319970,family dollar,1801556.0,grocery store,60637.0,2013-12-12,41.77896886166688,-87.60575207723603,2013,Grocery Store
155610,1376179,aleen food mart inc,2068732.0,grocery store,60628.0,2013-12-26,41.6853450490904,-87.62994825488515,2013,Grocery Store
155615,1151890,lagos fruit market,2027104.0,grocery store,60608.0,2013-12-16,41.85761819384384,-87.67092700126422,2013,Grocery Store
155625,1389300,montrose deli   fruit market,20886.0,grocery store,60641.0,2013-12-27,41.96042826406876,-87.7626656720388,2013,Grocery Store
155652,1375581,carniceria jimenez inc,1693.0,grocery store,60639.0,2013-11-21,41.909925247057885,-87.73155721632436,2013,Grocery Store
155658,1391292,walgreens   07630,1514574.0,grocery store,60610.0,2013-12-02,41.9000378802844,-87.62814584666361,2013,Grocery Store
155660,1383323,7 eleven  33734h,2289063.0,grocery store,60622.0,2013-12-20,41.90854443090839,-87.67755694145295,2013,Grocery Store
155667,1367431,three brothers food mart  2,2196078.0,grocery store,60624.0,2013-12-03,41.8852926316512,-87.7112859071666,2013,Grocery Store
155670,1376108,brisa foods inc ,1477966.0,grocery store,60647.0,2013-12-18,41.92089527941537,-87.71213410245794,2013,Grocery Store
155677,1375495,walgreens   02340,1493574.0,grocery store,60611.0,2013-11-18,41.89114732575639,-87.61839727431598,2013,Grocery Store
155683,1174645,olympic_meat packers inc,19345.0,grocery store,60607.0,2013-11-18,41.88450900503379,-87.64793566139686,2013,Grocery Store
155692,1375771,ameera food,2262476.0,grocery store,60645.0,2013-12-02,41.99821714564664,-87.68975169767252,2013,Grocery Store
155695,1329627,super save grocery,28571.0,grocery store,60634.0,2013-11-25,41.93824594902652,-87.78338149816744,2013,Grocery Store
155724,1367435,super low meat market  inc ,2120607.0,grocery store,60651.0,2013-12-03,41.89501920235607,-87.75811787579656,2013,Grocery Store
155757,1387282,pepe s   2 food   liquor,46863.0,grocery store,60647.0,2013-12-05,41.92430014039961,-87.68747716216569,2013,Grocery Store
155761,1236117,ishtar market,2294174.0,grocery store,60659.0,2013-11-25,41.99761554442444,-87.70273035752693,2013,Grocery Store
155785,1092724,7 eleven  33875h,2289157.0,grocery store,60614.0,2013-11-19,41.92512074163125,-87.66247715259199,2013,Grocery Store
155793,1296738,prime time food   liquors 79th,2240086.0,grocery store,60649.0,2013-12-17,41.75161868179661,-87.58372509914342,2013,Grocery Store
155838,1367451,sanford food inc,18936.0,grocery store,60644.0,2013-12-20,41.88934524773281,-87.75524955619295,2013,Grocery Store
155840,1389286,buenos aires liquor   deli,38274.0,grocery store,60641.0,2013-12-16,41.93704484795919,-87.74696412539859,2013,Grocery Store
155852,1375930,walgreens  15281,2183592.0,grocery store,60657.0,2013-12-09,41.93332233478219,-87.645134355901,2013,Grocery Store
155860,1072677,five star certified inc,7168.0,grocery store,60620.0,2013-12-02,41.73590840570721,-87.64742288026997,2013,Grocery Store
155886,1372278,300 convenience,2120131.0,grocery store,60654.0,2013-11-18,41.887528639656935,-87.63264683652446,2013,Grocery Store
155889,1305471,relay store   4182,1489266.0,grocery store,60638.0,2013-12-13,41.78783563115532,-87.74127655955658,2013,Grocery Store
155894,1072680,mario grocery   fast food  inc ,2278479.0,grocery store,60636.0,2013-12-03,41.77410105679016,-87.6642196704863,2013,Grocery Store
155895,1367449,jimmy s food,2108596.0,grocery store,60624.0,2013-12-17,41.8854288305924,-87.72565727080126,2013,Grocery Store
155904,1072673,clara s convenience store  inc,2293681.0,grocery store,60636.0,2013-11-26,41.79213790709884,-87.67682939942361,2013,Grocery Store
155919,1367458,convenience for you,2130381.0,grocery store,60644.0,2013-12-27,41.88021179645035,-87.75905986096278,2013,Grocery Store
155940,1319966,citgo gas,1357919.0,grocery store,60637.0,2013-12-12,41.77313937105805,-87.6249913991379,2013,Grocery Store
155960,1199221,osco drug  2502,2293796.0,grocery store,60614.0,2013-12-03,41.92787172311833,-87.67325881463049,2013,Grocery Store
156000,1343569,jasmin food,2294410.0,grocery store,60624.0,2013-11-19,41.87876156735198,-87.72545565871442,2013,Grocery Store
156009,1383305,dollar station,2278147.0,grocery store,60639.0,2013-12-11,41.90975214545993,-87.72810094712428,2013,Grocery Store
156023,1367415,duwell fish inc   2,1914029.0,grocery store,60624.0,2013-11-21,41.872973377321415,-87.72525817066807,2013,Grocery Store
156076,1329646,walgreens  5121,18759.0,grocery store,60634.0,2013-12-09,41.94567362501872,-87.77547129108139,2013,Grocery Store
156080,1367416,ben salem food market,2037207.0,grocery store,60651.0,2013-11-22,41.89559643977156,-87.71353997898876,2013,Grocery Store
156082,1343576,springfield food mart,2102742.0,grocery store,60623.0,2013-12-02,41.84621314869149,-87.72231059162951,2013,Grocery Store
156092,1305473,relay store   4162,1403725.0,grocery store,60638.0,2013-12-13,41.78783563115532,-87.74127655955658,2013,Grocery Store
156140,1367424,laramie mini mart 1,2152950.0,grocery store,60644.0,2013-11-26,41.87556917371918,-87.75503258715625,2013,Grocery Store
156143,1329631,citgo food mart,2220561.0,grocery store,60630.0,2013-12-02,41.96079002270176,-87.74768935876764,2013,Grocery Store
156189,1376015,dice food mart,2093638.0,grocery store,60624.0,2013-12-12,41.89194263700593,-87.71248780539938,2013,Grocery Store
156196,1329620,miska liquors,1193801.0,grocery store,60634.0,2013-11-20,41.95202371515413,-87.83295904792494,2013,Grocery Store
156248,1391341,j   r liquor   food,1738916.0,grocery store,60614.0,2013-12-20,41.92519975246885,-87.6680005030265,2013,Grocery Store
156250,1367404,heaven s foods,2059598.0,grocery store,60624.0,2013-11-19,41.88051171710117,-87.73451467580853,2013,Grocery Store
156258,1376123,frank food  4,1767467.0,grocery store,60623.0,2013-12-18,41.85714095488576,-87.70526116851221,2013,Grocery Store
156287,920431,79th   rhodes produce inc ,2083645.0,grocery store,60619.0,2013-11-21,41.75107097352686,-87.61122848785296,2013,Grocery Store
156320,1319968,jardan food   liquor,11226.0,grocery store,60637.0,2013-12-12,41.7943249341336,-87.61852060527603,2013,Grocery Store
156325,1389289,cicero deli inc ,20884.0,grocery store,60641.0,2013-12-18,41.93904667004596,-87.74702196554512,2013,Grocery Store
156338,1375587,4343 petes fresh market,2270051.0,grocery store,60632.0,2013-11-21,41.81391431134689,-87.7236649419466,2013,Grocery Store
156385,1228388,al king market  inc,2299524.0,grocery store,60609.0,2013-12-17,41.79845485182581,-87.67457880520111,2013,Grocery Store
156405,1329660,menard food market  inc,2059764.0,grocery store,60634.0,2013-12-12,41.93862238762064,-87.7712206922148,2013,Grocery Store
156412,1393229,s s deli,2021011.0,grocery store,60618.0,2013-11-22,41.941157263597,-87.70110537875657,2013,Grocery Store
156421,1376120,plaza food   liquor,8776.0,grocery store,60623.0,2013-12-18,41.85526590922669,-87.71240156240032,2013,Grocery Store
156436,1383329,what s your budget,2299141.0,grocery store,60639.0,2013-12-20,41.90975214545993,-87.72810094712428,2013,Grocery Store
156461,1072668,morgan bp,2293969.0,grocery store,60620.0,2013-11-21,41.73654360033834,-87.6486434256891,2013,Grocery Store
156486,1391300,munchies convenience,2102590.0,grocery store,60610.0,2013-12-05,41.90046290693005,-87.63746817234774,2013,Grocery Store
156487,1343574,joy mini mart,2137329.0,grocery store,60624.0,2013-11-21,41.87224985090264,-87.72766798382456,2013,Grocery Store
156550,1319978,nelson s mini mart,2108434.0,grocery store,60637.0,2013-12-17,41.78408593235502,-87.61049110267204,2013,Grocery Store
156556,1228325,mayflower food,1168793.0,grocery store,60616.0,2013-11-18,41.85426530391589,-87.6321895067634,2013,Grocery Store
156565,1395213,homan fresh meat market  inc ,2304107.0,grocery store,60623.0,2013-12-30,41.85644544341349,-87.71010292269318,2013,Grocery Store
156569,1199205,trader joe s,1991804.0,grocery store,60614.0,2013-11-25,41.93266601166945,-87.64618727181544,2013,Grocery Store
156587,1228376,hong kong seafood city  inc ,1767514.0,grocery store,60616.0,2013-12-12,41.85399063972469,-87.63275726210783,2013,Grocery Store
156595,1367456,k town food i  inc,2064310.0,grocery store,60624.0,2013-12-26,41.87502775205632,-87.73542837787184,2013,Grocery Store
156598,1296708,midwest,1677326.0,grocery store,60649.0,2013-11-25,41.75897353925762,-87.57729918921719,2013,Grocery Store
156599,1072701,aldi  88,2079745.0,grocery store,60620.0,2013-12-16,41.73989670562101,-87.63208906523245,2013,Grocery Store
156646,1375724,indo pak meat grocery llc,2021899.0,grocery store,60625.0,2013-11-29,41.96836564028846,-87.72658635101799,2013,Grocery Store
156656,1107011,world fresh market,1492163.0,grocery store,60659.0,2013-12-06,41.997817925956696,-87.69125188556993,2013,Grocery Store
156668,1375765,parkside food store inc,60656.0,grocery store,60621.0,2013-12-02,41.7724435945988,-87.65425192159404,2013,Grocery Store
156669,1391275,cvs pharmacy  8698,1695272.0,grocery store,60610.0,2013-11-22,41.90373979649519,-87.63129317946974,2013,Grocery Store
156701,1329647,jay s food   liquor inc,26782.0,grocery store,60630.0,2013-12-09,41.976400809838864,-87.78800422630542,2013,Grocery Store
156722,1383308,north ave food mart inc,2233075.0,grocery store,60639.0,2013-12-13,41.90949904495798,-87.76471097912471,2013,Grocery Store
156724,1383343,zozo,2158217.0,grocery store,60647.0,2013-12-27,41.93178164211677,-87.71863201286443,2013,Grocery Store
156740,1236124,dominick s  2890,2042094.0,grocery store,60640.0,2013-12-03,41.976481667612425,-87.65483977716684,2013,Grocery Store
156777,1375775,afandina grocery   meat market  inc,2294366.0,grocery store,60625.0,2013-12-03,41.96486826553557,-87.70821365991304,2013,Grocery Store
156795,1329641,bp amoco,1887541.0,grocery store,60634.0,2013-12-06,41.94562902171779,-87.80687135285183,2013,Grocery Store
156803,1393252,fannie may,2196876.0,grocery store,60618.0,2013-12-12,41.94240558169695,-87.68840366019266,2013,Grocery Store
